"readerid","firstname","lastname","familymembercount","totalfamilybooksborrowedbyfamily"
13372,"Jeffrey","Powell","0","0"
13373,"James","Mccoy","0","0"
13374,"Jared","Butler","0","0"
530,"Timothy","Johnson","0","0"
9109,"Robert","Smith","0","0"
9107,"Paula","Hurst","0","0"
9102,"Carol","Perkins","0","0"
529,"Matthew","Smith","0","0"
527,"Philip","Webster","0","0"
9101,"Brandi","Brown","0","0"
13387,"Johnny","Hernandez","0","0"
9098,"Daniel","Mcguire","0","0"
13393,"Melanie","Johnson","0","0"
13394,"Stephanie","Hurst","0","0"
9096,"Roger","Barrett","0","0"
9094,"Megan","Crawford","0","0"
9092,"Pamela","Rollins","0","0"
13398,"Samantha","Lee","0","0"
13399,"Megan","Hall","0","0"
13400,"Hunter","Bennett","0","0"
9091,"Keith","Turner","0","0"
13402,"Gabrielle","Lucero","0","0"
13403,"Robert","Reed","0","0"
13404,"Kevin","Shaw","0","0"
32008,"Joanne","Kramer","0","0"
13406,"Dawn","Bailey","0","0"
9087,"Olivia","Moore","0","0"
9084,"Jennifer","Price","0","0"
13410,"Julie","Wright","0","0"
9083,"Kenneth","Reynolds","0","0"
13415,"Angela","Scott","0","0"
13416,"Brian","Hamilton","0","0"
13417,"Carrie","Smith","0","0"
9082,"Zachary","Leonard","0","0"
13421,"Christopher","Barrett","0","0"
13423,"John","Oliver","0","0"
13425,"Denise","Guzman","0","0"
13427,"Tammy","Holloway","0","0"
13429,"Jessica","Coleman","0","0"
9081,"Shannon","Cooper","0","0"
13431,"Matthew","Joyce","0","0"
13432,"Gary","Taylor","0","0"
32009,"Patrick","Williams","0","0"
9080,"Bryan","Hunter","0","0"
526,"Samuel","Brown","0","0"
32011,"Brett","Miller","0","0"
32012,"Tracey","Rivera","0","0"
13438,"Jennifer","Thompson","0","0"
9076,"Matthew","Delgado","0","0"
13442,"James","Fuller","0","0"
13443,"Ricky","Logan","0","0"
13444,"Karen","Phillips","0","0"
32013,"Gina","Sexton","0","0"
13446,"Dakota","Weaver","0","0"
9071,"Claudia","Bonilla","0","0"
13448,"Sierra","Booth","0","0"
13450,"Chris","Nixon","0","0"
13451,"Bryan","Smith","0","0"
9070,"Miguel","Ortega","0","0"
13453,"Nicole","Sanchez","0","0"
9069,"Robert","Kirby","0","0"
13455,"Donna","Hale","0","0"
13457,"Nancy","Stanton","0","0"
13459,"Shannon","Edwards","0","0"
32014,"Kevin","Ward","0","0"
13461,"Ronald","Thomas","0","0"
13462,"Sabrina","Flores","0","0"
9068,"Steven","Patterson","0","0"
13464,"Linda","Hernandez","0","0"
13466,"Erica","Johnson","0","0"
9067,"Michael","Huffman","0","0"
9066,"Robert","Ibarra","0","0"
13469,"Natasha","Ortiz","0","0"
13470,"Marissa","Stein","0","0"
32015,"Keith","Thomas","0","0"
13472,"Patrick","Aguilar","0","0"
13473,"Barry","Williams","0","0"
32017,"Gregory","Fletcher","0","0"
13475,"Luis","Jones","0","0"
13477,"Richard","Booth","0","0"
9063,"John","Jackson","0","0"
13479,"Jennifer","Lopez","0","0"
13481,"Emma","Olson","0","0"
9061,"Stephen","Wilson","0","0"
13484,"Robert","Newton","0","0"
9060,"James","Keith","0","0"
13486,"Emily","Anderson","0","0"
525,"Frederick","Warner","0","0"
13488,"Lucas","Allen","0","0"
13489,"Emily","Petersen","0","0"
13490,"Krystal","Davis","0","0"
9057,"Jeffrey","Arnold","0","0"
13492,"Brian","Steele","0","0"
32019,"Maurice","Jones","0","0"
13495,"Timothy","Grant","0","0"
13496,"Danielle","Sanders","0","0"
13497,"Jeffrey","Smith","0","0"
13499,"Eric","Mendez","0","0"
13501,"Michelle","Delgado","0","0"
13502,"Harold","Jackson","0","0"
13503,"Laura","Wall","0","0"
13504,"Cynthia","Walker","0","0"
9056,"Michelle","Hughes","0","0"
9054,"Rebecca","Stewart","0","0"
13509,"Michael","Lopez","0","0"
13511,"Wanda","Curtis","0","0"
13512,"Shane","Clark","0","0"
13514,"Rachel","Holmes","0","0"
13517,"Rodney","Gonzalez","0","0"
13518,"Roger","Cross","0","0"
32020,"Joel","Hill","0","0"
9053,"Connie","Kim","0","0"
9051,"Norman","Hernandez","0","0"
9049,"Gavin","Chan","0","0"
9045,"Jeanne","Bell","0","0"
13526,"Glenda","Monroe","0","0"
13527,"Lori","Ross","0","0"
13529,"Alex","Barnes","0","0"
9043,"Michael","Gonzales","0","0"
13531,"Barbara","Bolton","0","0"
13532,"Shawn","Daniel","0","0"
9040,"Jerry","Mcdonald","0","0"
32025,"Dawn","Booth","0","0"
9037,"William","Moran","0","0"
13538,"Shaun","Lowery","0","0"
9034,"Sean","Shaffer","0","0"
13540,"Roger","Palmer","0","0"
9033,"Wesley","Ochoa","0","0"
9027,"Michael","Thomas","0","0"
13543,"David","Martinez","0","0"
13544,"Emily","Herrera","0","0"
13545,"Christopher","Dawson","0","0"
13547,"Kimberly","Owen","0","0"
13548,"Kristen","Thomas","0","0"
13549,"Kiara","Norton","0","0"
13550,"Kevin","Long","0","0"
9024,"Martin","Lin","0","0"
13552,"Ashley","Johnson","0","0"
9021,"Rebecca","Hughes","0","0"
9015,"Steven","Davis","0","0"
9013,"Jennifer","Glenn","0","0"
13557,"Hector","Wilson","0","0"
13558,"Rachel","Harrison","0","0"
13559,"Isabel","Gilbert","0","0"
13560,"Caitlin","Fox","0","0"
13561,"Kenneth","Garcia","0","0"
9012,"Anthony","Johnson","0","0"
13564,"David","Diaz","0","0"
13565,"Emily","Andersen","0","0"
13566,"Andrea","Carter","0","0"
9011,"Nathan","Hampton","0","0"
13568,"Robert","Vasquez","0","0"
13569,"Richard","Marshall","0","0"
13571,"Kristin","Parker","0","0"
9009,"Carrie","Wiggins","0","0"
13574,"John","Rodgers","0","0"
13575,"Katrina","Jenkins","0","0"
13578,"Annette","Thomas","0","0"
9007,"Eric","Petersen","0","0"
13580,"Kevin","Garcia","0","0"
9004,"Seth","Harper","0","0"
13584,"Kimberly","Braun","0","0"
9002,"Kimberly","Contreras","0","0"
9001,"Paul","Yang","0","0"
9000,"Alicia","Bean","0","0"
8999,"Tina","Soto","0","0"
13591,"Kenneth","Parks","0","0"
13592,"Timothy","Quinn","0","0"
32026,"Todd","Cross","0","0"
13595,"Gina","Pena","0","0"
13597,"Scott","Osborn","0","0"
8994,"Jason","Holmes","0","0"
13600,"Bradley","Church","0","0"
13601,"Lacey","Ramsey","0","0"
13602,"Danielle","Stone","0","0"
13604,"Paige","Cruz","0","0"
13605,"Ryan","Smith","0","0"
13608,"Michael","Mack","0","0"
13609,"Dominique","Levine","0","0"
8992,"Brittney","Thomas","0","0"
13611,"Suzanne","Dennis","0","0"
8991,"Alexander","Morris","0","0"
13613,"Brittany","Little","0","0"
13615,"Mckenzie","Kelly","0","0"
13616,"Pamela","Mills","0","0"
8987,"Lisa","Lee","0","0"
13618,"Lisa","Hunter","0","0"
8985,"Jesse","Gill","0","0"
13621,"Marie","Jackson","0","0"
523,"Jacob","Miller","0","0"
13623,"Calvin","Morales","0","0"
8983,"James","Barnett","0","0"
13625,"Bill","Carter","0","0"
32028,"Robert","Carter","0","0"
8981,"Sarah","Torres","0","0"
13628,"Nicole","Thompson","0","0"
13629,"Richard","Richardson","0","0"
13630,"Jonathan","Joseph","0","0"
13631,"Steven","Mitchell","0","0"
13633,"Kimberly","Wilson","0","0"
13634,"Tara","Brown","0","0"
13635,"Tamara","Malone","0","0"
8977,"Deborah","Alvarez","0","0"
13637,"Tina","Richard","0","0"
32029,"Nicole","Shields","0","0"
13639,"Edward","Goodman","0","0"
8975,"Stephen","Peterson","0","0"
13641,"Justin","Torres","0","0"
8972,"Jennifer","Mccarthy","0","0"
13643,"Brian","Watson","0","0"
8970,"Ryan","Perez","0","0"
13645,"Paula","Skinner","0","0"
8969,"Anne","Burton","0","0"
32030,"Linda","Holder","0","0"
13650,"Adrian","Scott","0","0"
8968,"Andrew","Mayer","0","0"
13653,"Christopher","Brown","0","0"
13655,"Tammy","Grant","0","0"
13656,"Michael","Johnson","0","0"
13657,"Christine","Lewis","0","0"
8967,"Michael","Castro","0","0"
8966,"Lauren","Gonzalez","0","0"
32031,"Christina","Gutierrez","0","0"
8965,"Jimmy","Bradley","0","0"
13662,"Anna","Perez","0","0"
13663,"Denise","Hodge","0","0"
13664,"Fred","Knight","0","0"
13665,"Andrew","Ortega","0","0"
13666,"Nathan","Swanson","0","0"
13667,"Barry","Wilson","0","0"
13668,"Amanda","Parsons","0","0"
8963,"Kevin","Perez","0","0"
521,"Krista","Dixon","0","0"
8961,"Valerie","Adams","0","0"
13673,"Christopher","Thomas","0","0"
8960,"James","Hoffman","0","0"
9322,"Joyce","Williams","0","0"
13676,"Elizabeth","Singh","0","0"
13677,"Juan","Kaiser","0","0"
13678,"Christopher","Johnson","0","0"
13679,"Alan","Martin","0","0"
8959,"Cody","Melendez","0","0"
13681,"Cody","Brown","0","0"
13682,"Candice","Graham","0","0"
8958,"Ronnie","Green","0","0"
13684,"David","Hayes","0","0"
13685,"Lisa","Taylor","0","0"
13686,"Christian","Olson","0","0"
8957,"Joshua","Fowler","0","0"
8953,"Rebecca","Smith","0","0"
8952,"Gerald","Garcia","0","0"
13694,"James","Miller","0","0"
13696,"Joshua","Ramos","0","0"
13697,"Charles","Tapia","0","0"
32034,"Jeffrey","Perez","0","0"
8951,"Daisy","Hughes","0","0"
13700,"Karen","Leon","0","0"
13701,"Johnny","Phelps","0","0"
13702,"Shelley","Johnson","0","0"
13703,"Amy","Peters","0","0"
13704,"Ryan","Bass","0","0"
13706,"Destiny","Terry","0","0"
32036,"Allison","Cantrell","0","0"
13710,"Javier","Duran","0","0"
8950,"Dorothy","Stanley","0","0"
32038,"Natalie","Warner","0","0"
13716,"Edward","Thomas","0","0"
8949,"Brittany","Rodriguez","0","0"
519,"Christopher","Gross","0","0"
518,"Michael","West","0","0"
13720,"Sarah","Wells","0","0"
13721,"Heather","Cruz","0","0"
13722,"Brian","Roach","0","0"
13723,"Justin","Kelly","0","0"
13728,"Anne","Stewart","0","0"
8946,"Kevin","Rice","0","0"
13730,"Amanda","James","0","0"
13732,"Olivia","Martin","0","0"
13733,"Brian","Singh","0","0"
13734,"Jacob","Mathews","0","0"
8945,"Alexandra","Thompson","0","0"
13736,"Brad","Norman","0","0"
13737,"Melissa","Johnson","0","0"
13739,"Kayla","Rollins","0","0"
8944,"Tiffany","Jones","0","0"
13741,"Steven","Lucas","0","0"
13743,"Joan","Schneider","0","0"
8943,"Michael","Best","0","0"
13745,"Stephanie","Cannon","0","0"
13746,"Maria","Valdez","0","0"
8942,"Bradley","Howell","0","0"
8940,"Lisa","Smith","0","0"
8935,"Jaclyn","Scott","0","0"
8933,"John","Rhodes","0","0"
13754,"Michael","Wilkerson","0","0"
13757,"Sabrina","Collins","0","0"
13758,"Teresa","Bell","0","0"
13760,"Jonathan","Davis","0","0"
13761,"Jon","Grant","0","0"
13763,"Diana","Burke","0","0"
13764,"Michael","Valenzuela","0","0"
8932,"David","Brewer","0","0"
8931,"Susan","Stone","0","0"
13767,"Amanda","Graham","0","0"
32041,"Rachel","Richardson","0","0"
13769,"Katherine","Compton","0","0"
8930,"Tricia","Cooper","0","0"
13771,"Erin","Mosley","0","0"
8928,"Bridget","Sherman","0","0"
13773,"Tiffany","Wilson","0","0"
13774,"Crystal","Perry","0","0"
8926,"Samantha","Berg","0","0"
8925,"Nicole","Salinas","0","0"
8923,"Gregory","Jones","0","0"
13778,"Tricia","Freeman","0","0"
13779,"Cheryl","Spencer","0","0"
13780,"Donna","Hall","0","0"
13782,"John","Reid","0","0"
13783,"Amanda","Barajas","0","0"
8921,"Juan","Wolf","0","0"
13785,"Melissa","Mcdaniel","0","0"
13786,"Joshua","Vang","0","0"
32043,"Michael","Faulkner","0","0"
13788,"Mitchell","Farrell","0","0"
13789,"Benjamin","Brown","0","0"
8920,"Melissa","Doyle","0","0"
8914,"Johnny","Pruitt","0","0"
8913,"Stephanie","Brown","0","0"
32045,"James","Petty","0","0"
13797,"Jennifer","Davis","0","0"
8912,"Megan","Dodson","0","0"
8908,"Kimberly","Robinson","0","0"
13800,"Lisa","Hayes","0","0"
13803,"John","Drake","0","0"
13804,"Erin","Jones","0","0"
13805,"Gabriel","Hancock","0","0"
8905,"Manuel","Jones","0","0"
13808,"Mary","Lindsey","0","0"
13809,"Sheri","Cruz","0","0"
13810,"Lisa","Gomez","0","0"
8898,"Oscar","Lewis","0","0"
8897,"Hayley","Roberts","0","0"
13813,"Nicole","Frost","0","0"
8893,"Grace","Adams","0","0"
8892,"Lindsey","Scott","0","0"
8890,"Dylan","Wright","0","0"
13820,"Randy","Castillo","0","0"
32047,"Luis","Reynolds","0","0"
13822,"Richard","Gray","0","0"
13823,"Nicole","Salas","0","0"
517,"Renee","Tate","0","0"
13826,"Kristin","Thompson","0","0"
13827,"Brian","Evans","0","0"
13828,"Bruce","Hill","0","0"
8889,"Allison","Johnson","0","0"
13831,"Tracy","Mcguire","0","0"
8886,"Jonathon","Stewart","0","0"
13833,"Paul","Bell","0","0"
13834,"John","Mahoney","0","0"
8885,"Daniel","Perry","0","0"
13836,"George","Roberts","0","0"
13837,"Charles","Mccullough","0","0"
8884,"Brent","Baker","0","0"
13840,"Mitchell","Elliott","0","0"
8883,"Kathy","Owen","0","0"
13842,"Margaret","Farmer","0","0"
13843,"Valerie","Thompson","0","0"
13845,"Nicholas","Garza","0","0"
32049,"Daniel","Ball","0","0"
13847,"Tyler","Parrish","0","0"
13849,"Andrew","Drake","0","0"
8881,"Mary","Colon","0","0"
13851,"Seth","King","0","0"
13852,"James","Lawrence","0","0"
13853,"Stephen","Rodriguez","0","0"
13854,"Evan","Brown","0","0"
13855,"Dylan","Lam","0","0"
13856,"Steven","Williams","0","0"
13857,"Brandon","Morrow","0","0"
8879,"Scott","Cortez","0","0"
32050,"Nancy","Wheeler","0","0"
8877,"Brittany","Harrington","0","0"
13862,"Betty","Smith","0","0"
13864,"Anna","Ibarra","0","0"
13865,"Meghan","Roberson","0","0"
13868,"Adam","Hayes","0","0"
13869,"Max","Kaiser","0","0"
13872,"Jeff","Whitaker","0","0"
13873,"Derrick","Brown","0","0"
13874,"Denise","Castillo","0","0"
8876,"Michael","Nash","0","0"
8874,"Erin","Nash","0","0"
13877,"Anthony","Armstrong","0","0"
13878,"Sheila","Russell","0","0"
13885,"Amanda","Bradley","0","0"
516,"Maria","Davis","0","0"
8872,"Rachael","Harvey","0","0"
8869,"Tammy","Li","0","0"
13890,"Rebecca","Johnson","0","0"
13891,"Susan","Lee","0","0"
8868,"Hunter","Zavala","0","0"
13893,"David","Thomas","0","0"
32053,"Stephen","Harrison","0","0"
13895,"Lawrence","Brown","0","0"
13896,"Brenda","Butler","0","0"
13897,"Kayla","Haynes","0","0"
8867,"Kimberly","Smith","0","0"
13899,"Vincent","Flores","0","0"
13900,"Yvonne","Mcclain","0","0"
13902,"Raymond","Pittman","0","0"
514,"Catherine","Stewart","0","0"
13904,"Geoffrey","Brown","0","0"
13905,"Christopher","Wilson","0","0"
13906,"William","Collins","0","0"
13909,"Christopher","Porter","0","0"
13910,"Sandra","Davis","0","0"
13911,"Micheal","Hester","0","0"
13913,"Gary","Torres","0","0"
13914,"Phillip","Chandler","0","0"
13915,"Rick","King","0","0"
13917,"Patricia","Johnson","0","0"
13918,"Raymond","Vega","0","0"
13919,"Katherine","Wise","0","0"
13920,"Michelle","Mcfarland","0","0"
8865,"Tony","Allen","0","0"
8860,"Samuel","Palmer","0","0"
8858,"Anna","Ortega","0","0"
13925,"Karen","Spencer","0","0"
13926,"Matthew","Moss","0","0"
8853,"Randy","Perry","0","0"
13928,"Wendy","Simmons","0","0"
13929,"Tony","Williams","0","0"
13931,"Beth","Johnson","0","0"
13932,"Spencer","Carter","0","0"
13933,"Joseph","Odonnell","0","0"
13934,"John","Moreno","0","0"
13937,"Dawn","Mcgrath","0","0"
8852,"Adam","Bridges","0","0"
13941,"Jessica","Little","0","0"
13942,"Gordon","Lewis","0","0"
13943,"Sharon","Norris","0","0"
13944,"Daniel","Moore","0","0"
13945,"Amy","Cisneros","0","0"
8849,"Chelsea","Allen","0","0"
13947,"Lydia","Mathis","0","0"
8848,"Steve","Price","0","0"
13949,"Madison","Miller","0","0"
13950,"Ashley","Brown","0","0"
13951,"Kayla","Patton","0","0"
13952,"George","Thompson","0","0"
8847,"James","Bell","0","0"
512,"Adam","Rodriguez","0","0"
8845,"Sherri","Valenzuela","0","0"
13956,"Allen","Thompson","0","0"
13957,"Richard","Jones","0","0"
8844,"Brandon","Gray","0","0"
13959,"Dominique","Bryant","0","0"
8843,"Virginia","Hicks","0","0"
13961,"Craig","Lara","0","0"
13963,"Brittany","Watson","0","0"
13964,"Brandi","Turner","0","0"
13965,"Lori","Daniels","0","0"
13966,"Sarah","Martinez","0","0"
13967,"Maria","Heath","0","0"
8842,"Victoria","Rodriguez","0","0"
13969,"Sally","Hernandez","0","0"
13970,"Derrick","Sanchez","0","0"
13971,"Craig","Thomas","0","0"
13972,"Jason","Fitzgerald","0","0"
13973,"Sean","Wise","0","0"
13974,"Chloe","Sharp","0","0"
13975,"Carolyn","Clark","0","0"
13977,"Brandi","Dorsey","0","0"
13978,"Derek","Dixon","0","0"
13979,"Kelly","Garcia","0","0"
13980,"Kyle","Scott","0","0"
13981,"Debra","Nunez","0","0"
13982,"Jason","Bradford","0","0"
8841,"Lisa","Wallace","0","0"
13984,"Walter","Wilson","0","0"
8840,"Ryan","Blair","0","0"
8839,"Jennifer","Jones","0","0"
13990,"Laurie","Colon","0","0"
13993,"Heather","Johnson","0","0"
13995,"Matthew","Silva","0","0"
8837,"Todd","Ross","0","0"
8836,"Veronica","Cook","0","0"
13998,"Joshua","Mcmahon","0","0"
8834,"Angela","Summers","0","0"
8831,"Lee","Krause","0","0"
14001,"Megan","Hughes","0","0"
14002,"William","Flynn","0","0"
14003,"Mary","Gillespie","0","0"
14004,"Michael","Tate","0","0"
8830,"Gregory","Kirk","0","0"
14008,"Brenda","Wells","0","0"
8829,"Stephanie","Davis","0","0"
14010,"Angela","Perez","0","0"
8828,"Michael","Martinez","0","0"
14012,"David","Allen","0","0"
14013,"Lindsay","Garcia","0","0"
14014,"Michelle","Davis","0","0"
14016,"Christian","Brown","0","0"
8827,"Heather","Bryant","0","0"
14018,"Tammy","Aguilar","0","0"
32058,"Lisa","Bryant","0","0"
8826,"Michael","Howell","0","0"
8825,"Sarah","Lynch","0","0"
8824,"Amy","Sparks","0","0"
14023,"Brett","Moon","0","0"
14024,"Gregory","Dean","0","0"
14026,"Megan","Olson","0","0"
8823,"Kristen","Harrison","0","0"
8818,"Sarah","Davidson","0","0"
14030,"Rachel","Bishop","0","0"
14031,"Kimberly","Kim","0","0"
14032,"Sarah","Jenkins","0","0"
14033,"Brandi","Hartman","0","0"
14034,"Oscar","Guerra","0","0"
14035,"Terrance","Ramos","0","0"
14037,"Stephanie","Nelson","0","0"
14038,"Bobby","Jordan","0","0"
14039,"Sara","Sandoval","0","0"
14040,"Donald","Willis","0","0"
8817,"Erin","Berger","0","0"
14043,"Maria","Peck","0","0"
32059,"Jacqueline","Hubbard","0","0"
14045,"James","Noble","0","0"
32060,"Jessica","Porter","0","0"
8816,"Ryan","Stephenson","0","0"
14049,"Melissa","Cruz","0","0"
14051,"Dawn","Stone","0","0"
14052,"Rebecca","Edwards","0","0"
14053,"William","Stone","0","0"
8814,"Matthew","Lewis","0","0"
14055,"Brandon","Choi","0","0"
14057,"Kevin","Howard","0","0"
8813,"Michael","Dickerson","0","0"
8811,"Rebecca","Bradford","0","0"
14060,"Scott","Mcconnell","0","0"
8810,"Ebony","Villanueva","0","0"
14062,"Karen","Norris","0","0"
8809,"Michelle","Parks","0","0"
8804,"Kevin","Miller","0","0"
14065,"Joyce","Pitts","0","0"
8803,"Richard","Swanson","0","0"
14067,"Michelle","Neal","0","0"
14068,"Kendra","Graves","0","0"
14069,"Justin","Jarvis","0","0"
14070,"Justin","Morales","0","0"
14071,"Nathan","Bush","0","0"
14072,"Billy","Gibson","0","0"
14074,"Samantha","Ayala","0","0"
14075,"Zachary","Hernandez","0","0"
14077,"Paul","Stewart","0","0"
8800,"Joseph","Beard","0","0"
8798,"Russell","David","0","0"
14080,"Sarah","Fischer","0","0"
8796,"Daniel","Patton","0","0"
14082,"Patricia","Murphy","0","0"
14083,"Jennifer","Smith","0","0"
32061,"Amber","Pugh","0","0"
14085,"Elizabeth","Jackson","0","0"
8792,"Jonathan","Liu","0","0"
14089,"Connie","Bautista","0","0"
14090,"Christopher","Sanchez","0","0"
14091,"Jeffrey","Hill","0","0"
14092,"Christopher","Jones","0","0"
14094,"Joseph","Moore","0","0"
14095,"Caroline","Swanson","0","0"
14096,"Abigail","Hernandez","0","0"
14097,"Rebekah","Lopez","0","0"
14099,"Mark","Miller","0","0"
14100,"Robert","Hernandez","0","0"
14101,"Frank","Pierce","0","0"
14102,"Alec","Marsh","0","0"
14103,"Justin","Byrd","0","0"
14104,"Laurie","Mcdaniel","0","0"
8791,"Benjamin","Montes","0","0"
14107,"Brian","Martinez","0","0"
8789,"Jessica","Richard","0","0"
14109,"Gregory","Holloway","0","0"
8784,"Sean","Gordon","0","0"
14112,"Krista","Alvarez","0","0"
14113,"Beth","Snow","0","0"
14114,"Nancy","Bean","0","0"
14115,"Sean","Brown","0","0"
8780,"James","Lee","0","0"
14117,"Sydney","Madden","0","0"
8779,"Rodney","Dixon","0","0"
14119,"Robert","Garcia","0","0"
14121,"Micheal","Johnson","0","0"
8778,"David","Smith","0","0"
14123,"Roy","Brown","0","0"
14125,"Gary","Hughes","0","0"
14126,"Nathan","Sampson","0","0"
8777,"Leslie","Meyers","0","0"
14128,"Daniel","Gray","0","0"
14130,"Michael","Soto","0","0"
14132,"Thomas","Moore","0","0"
8776,"Erin","Munoz","0","0"
8775,"Jillian","Gibbs","0","0"
14138,"Valerie","Armstrong","0","0"
14139,"Guy","Ross","0","0"
8773,"Virginia","Sherman","0","0"
14141,"Francisco","Leach","0","0"
14142,"Kevin","Gutierrez","0","0"
8770,"John","Miller","0","0"
14144,"Luis","Jackson","0","0"
8768,"Justin","Brown","0","0"
14146,"Russell","Hahn","0","0"
14148,"Ashley","Berry","0","0"
8766,"Ashley","Lee","0","0"
32063,"Levi","Peterson","0","0"
8765,"Katherine","Thompson","0","0"
14152,"Charles","Anderson","0","0"
14153,"Peter","Fleming","0","0"
8763,"Christopher","Ramos","0","0"
14155,"Kyle","Stone","0","0"
14156,"Edward","Rangel","0","0"
14157,"Dean","Mora","0","0"
14158,"Jordan","Hill","0","0"
14159,"Natalie","Short","0","0"
14160,"Kathryn","Byrd","0","0"
8762,"Maria","Pugh","0","0"
14162,"Joshua","Mccormick","0","0"
8759,"Matthew","Gregory","0","0"
14164,"Amanda","Lawson","0","0"
14165,"Catherine","Smith","0","0"
14166,"Lisa","Reid","0","0"
14167,"Michelle","Coleman","0","0"
14168,"Sharon","Mccormick","0","0"
8758,"Veronica","Mason","0","0"
14170,"Jennifer","Moreno","0","0"
8755,"Linda","Sharp","0","0"
14173,"Cynthia","Curry","0","0"
14174,"Bryan","Richardson","0","0"
14176,"Nathan","Norton","0","0"
14177,"Jonathan","Walter","0","0"
32065,"Rachel","Griffith","0","0"
14179,"Daniel","Wright","0","0"
14180,"Tyrone","Hart","0","0"
14184,"Joshua","Phillips","0","0"
14187,"Grace","Barker","0","0"
14188,"Lauren","Norman","0","0"
14189,"Michael","Powell","0","0"
14190,"Shannon","Thompson","0","0"
14192,"Shane","Robinson","0","0"
14193,"David","Moss","0","0"
8751,"Brian","Jones","0","0"
8749,"Connie","Smith","0","0"
14196,"Ryan","Jennings","0","0"
509,"Andrew","Norton","0","0"
8747,"Nicole","Lawrence","0","0"
14200,"Amanda","Freeman","0","0"
14202,"James","Jones","0","0"
14203,"Gina","Ford","0","0"
8745,"Bruce","Benton","0","0"
9032,"Krista","Bauer","0","0"
14207,"Kimberly","Mora","0","0"
14208,"Lauren","Rose","0","0"
14209,"Christopher","Price","0","0"
8739,"Mariah","Rosario","0","0"
8738,"Anthony","Barr","0","0"
14212,"Tanner","Ross","0","0"
14214,"Deborah","Garrett","0","0"
14216,"Nathaniel","Travis","0","0"
14217,"Brittany","Taylor","0","0"
8736,"Tanya","Fuentes","0","0"
14219,"Marcus","Wright","0","0"
14220,"Angela","Henderson","0","0"
8735,"Juan","Nelson","0","0"
14223,"Brian","Greer","0","0"
14224,"Michael","Burns","0","0"
8734,"Rebecca","Thomas","0","0"
14228,"Melody","Mullins","0","0"
14229,"Dennis","Park","0","0"
14230,"Martha","Griffin","0","0"
14231,"Amy","Velasquez","0","0"
14232,"Emily","Mcgrath","0","0"
14234,"Brian","Beck","0","0"
14235,"Emily","Lynch","0","0"
8733,"Elizabeth","Duran","0","0"
14239,"Henry","George","0","0"
14240,"Rebecca","Mendoza","0","0"
8732,"Lori","Davis","0","0"
14243,"Brandon","Schwartz","0","0"
14244,"Jeremy","Allen","0","0"
14246,"Daniel","Huerta","0","0"
8731,"Michael","Pierce","0","0"
8728,"Shannon","Reeves","0","0"
8726,"Jasmine","Morris","0","0"
8723,"George","Hensley","0","0"
14253,"Lauren","Brown","0","0"
14254,"Zachary","Hopkins","0","0"
14256,"Jason","Adams","0","0"
8722,"Mark","Summers","0","0"
8717,"Tyler","Richardson","0","0"
14260,"Austin","Hansen","0","0"
14262,"Richard","Johnson","0","0"
14264,"Jeffrey","Sherman","0","0"
14265,"Tammie","Walker","0","0"
14266,"Arthur","Hopkins","0","0"
14267,"Rachel","Harris","0","0"
14268,"John","Cooke","0","0"
14269,"Kelsey","Graves","0","0"
8715,"Richard","Patterson","0","0"
14271,"Elizabeth","Phillips","0","0"
14273,"Bruce","Davis","0","0"
14274,"Paul","Freeman","0","0"
14276,"Kenneth","Johnson","0","0"
14277,"Shane","Gonzales","0","0"
14279,"James","Cisneros","0","0"
8714,"Kimberly","Thomas","0","0"
14282,"Jason","King","0","0"
8713,"James","Patton","0","0"
14284,"Linda","Smith","0","0"
14285,"David","White","0","0"
14287,"Jacqueline","Williams","0","0"
33236,"Thomas","Hart","0","0"
8712,"Ryan","Miller","0","0"
14290,"Julie","Rogers","0","0"
8710,"Deborah","Fischer","0","0"
8707,"Matthew","Vargas","0","0"
8704,"Andrea","Ramos","0","0"
14294,"Michael","Benson","0","0"
32069,"Jessica","Reeves","0","0"
8703,"Paula","Young","0","0"
14299,"Leslie","Aguirre","0","0"
8702,"Micheal","Nielsen","0","0"
8697,"Shannon","Calhoun","0","0"
8696,"Jessica","Hester","0","0"
8695,"Brittany","Dillon","0","0"
8694,"Barbara","Brown","0","0"
14308,"Isabel","Cook","0","0"
8693,"Carol","Gillespie","0","0"
14310,"Doris","Butler","0","0"
14311,"Julia","Blake","0","0"
14312,"Jeremy","Guzman","0","0"
14313,"Angela","Cole","0","0"
14314,"Kevin","Hall","0","0"
33237,"Donna","Armstrong","0","0"
14317,"Steve","Gonzalez","0","0"
14318,"Andrew","Caldwell","0","0"
14320,"Chad","Roberts","0","0"
14321,"Robert","Haney","0","0"
14322,"Marissa","Mercado","0","0"
508,"Adam","Garcia","0","0"
14324,"Linda","Gardner","0","0"
14327,"Daniel","Rodriguez","0","0"
8690,"Dominique","Larson","0","0"
8689,"Leah","Carter","0","0"
8688,"Jane","Castaneda","0","0"
14333,"Stephanie","Calhoun","0","0"
8679,"Tara","Jackson","0","0"
14335,"James","Peterson","0","0"
14336,"Cynthia","Nguyen","0","0"
8678,"Shannon","Williams","0","0"
14339,"Timothy","Moore","0","0"
8676,"Deborah","Pennington","0","0"
14343,"Trevor","Morales","0","0"
14344,"Tyler","Hughes","0","0"
14345,"Jennifer","Conrad","0","0"
