"readerid","firstname","lastname","genrename","readcount"
16758,"Mark","Jensen","Art","4"
16759,"Andrew","Martin","Fantasy","4"
16760,"Kelli","Jacobson","Comics","4"
16761,"Emily","Flores","Dentistry","4"
16762,"Erika","Oneal","Journalism","4"
16763,"Daniel","Moyer","Engineering","4"
16764,"Kelly","Richardson","Anthropology","4"
16765,"William","Morris","Mystery","4"
16766,"Amy","Mills","Education","4"
16767,"Jonathan","Perez","Anthropology","4"
16768,"Rebecca","Shepard","Mathematics","4"
16769,"Samuel","Hull","Consulting","4"
16770,"Wendy","Baker","Anthropology","4"
16771,"Patricia","Roy","Biography","4"
16772,"Bradley","Griffin","Economics","4"
16773,"Matthew","Stokes","Law","4"
16774,"Gregory","Johnson","Consulting","4"
16775,"Nicole","Phillips","Horror","4"
16776,"Maxwell","Garcia","Comics","4"
16777,"Kathy","Adams","Biography","4"
16778,"Teresa","Andersen","Children","4"
16779,"Darin","Branch","Accounting","4"
16780,"Katrina","Rodriguez","Journalism","4"
16781,"Carl","Haas","Education","4"
16782,"Christopher","Griffin","Dance","4"
16783,"Jerry","Kane","Innovation","4"
16784,"Samuel","Lopez","Comics","4"
16785,"John","Williams","Entrepreneurship","4"
16786,"Jennifer","Powell","Art","4"
16787,"Michael","Taylor","Management","4"
16788,"Sarah","Kelley","Accounting","4"
16789,"Stacy","Young","Anthropology","4"
16790,"David","Harris","Children","4"
16791,"Stephen","Howard","Accounting","4"
16792,"Taylor","Johnston","Business","4"
16793,"Stephen","Ferguson","Children","4"
16794,"Christine","Morgan","Accounting","4"
16795,"Shelly","Davila","Children","4"
16796,"Daniel","Carlson","Anthropology","4"
16797,"Thomas","Vargas","Cooking","4"
16798,"April","Jordan","Accounting","4"
16799,"Shawn","Burton","Biography","4"
16800,"Anthony","Pearson","Drama","4"
16801,"David","Thompson","Engineering","4"
16802,"Teresa","Rice","Romance","8"
16803,"Jillian","Robles","Philosophy","4"
16804,"Riley","Young","Biography","4"
16806,"David","Taylor","Art","4"
16807,"Adam","Alvarez","Journalism","4"
16808,"Julie","Sanders","Cooking","4"
16809,"Taylor","Hampton","Operations","8"
16810,"Sydney","Barnes","Physics","4"
16812,"Anthony","Hughes","Innovation","4"
16813,"Amy","Flores","Thriller","8"
16814,"Dustin","Meyer","Physics","4"
16815,"Kimberly","Zuniga","Business","4"
16816,"Brenda","Dixon","Engineering","4"
16817,"Vernon","Cooley","Geography","4"
16818,"Jill","Miller","Fitness","4"
16819,"Gary","Williams","History","4"
16820,"Valerie","Humphrey","Nursing","4"
16821,"Ryan","Wallace","Poetry","4"
16822,"Robert","Pace","Thriller","8"
16823,"Alexander","Keith","Supply Chain","8"
16824,"John","Baldwin","Customer Service","4"
16825,"Mary","Mckenzie","Theatre","4"
16826,"Adam","Bowen","Logistics","4"
16827,"David","Bennett","Geography","4"
16828,"Cheryl","Anderson","Art","4"
16829,"Anna","Weaver","Children","4"
16830,"Stacey","Morrow","Political Science","4"
16831,"Paul","Carter","Criminal Justice","4"
16832,"Monique","Sharp","Autobiography","4"
16833,"Wyatt","Carter","Management","4"
16834,"Stephanie","Phelps","Criminal Justice","4"
16835,"Vanessa","Williams","Chemistry","4"
16836,"Dalton","Ward","Comics","4"
16837,"John","Harvey","Customer Service","4"
16838,"Melissa","Phillips","Criminal Justice","4"
16839,"Laura","Harmon","Music","4"
16840,"Connie","Wolf","Fiction","4"
16841,"Larry","Andrade","Biology","4"
16842,"Marilyn","Rivera","Biology","4"
16843,"Janice","Taylor","Computer Science","4"
16844,"Derrick","May","Philosophy","4"
16845,"David","Guerra","Film","4"
16846,"David","Allen","Nursing","4"
16847,"Nicholas","Barnett","Literature","4"
16848,"Michelle","Jones","Accounting","4"
16849,"Margaret","Walker","Children","4"
16850,"Samuel","Hicks","Computer Science","4"
16851,"Scott","Hill","Children","4"
16852,"Marilyn","Michael","Biology","4"
16853,"Jennifer","Patterson","Film","4"
16854,"Sabrina","Wright","Consulting","4"
16855,"Desiree","Hill","Fitness","4"
16856,"Jacob","Austin","Comics","4"
16857,"Priscilla","Kelly","Engineering","4"
16858,"Laura","Cruz","Art","4"
16859,"Frank","Le","Anthropology","4"
16860,"Cody","Ibarra","Music","4"
16861,"James","Chandler","Children","4"
16862,"Rebecca","Moore","Children","4"
16863,"Daniel","Vaughan","Art","4"
16864,"Jennifer","Nelson","Accounting","4"
16865,"Paula","Palmer","Chemistry","4"
16866,"Nicholas","Taylor","Poetry","4"
16867,"Francisco","Nolan","Horror","4"
16868,"Amy","Blackwell","Computer Science","8"
16869,"Joe","Horton","Young Adult","4"
16870,"Alicia","Moore","Computer Science","8"
16871,"Alexander","Brown","Anthropology","4"
16872,"Tyler","Caldwell","Human Resources","4"
16873,"Timothy","Martinez","Medicine","4"
16874,"Lori","Moody","Criminal Justice","4"
16875,"Michael","Blake","Theology","4"
16876,"Jacob","Briggs","Autobiography","8"
16877,"Robert","Flores","Engineering","4"
16878,"Charles","Griffith","Graphic Novel","4"
16879,"Stephen","Russell","Engineering","4"
16880,"Antonio","Sanders","Biology","4"
16881,"Steven","Martinez","Geography","4"
16882,"Maria","Wells","Cooking","4"
16883,"David","Avila","Technology","8"
16884,"Ryan","Wolfe","Dentistry","4"
16885,"Marcus","Vincent","Anthropology","4"
16886,"Scott","Turner","Consulting","4"
16887,"Danielle","Ramirez","Comics","4"
16888,"Jennifer","Erickson","Human Resources","4"
16889,"Melissa","Weber","Consulting","4"
16890,"Mary","Price","Fiction","4"
16891,"Stephanie","Parker","Children","4"
16892,"Cassie","Silva","Sociology","4"
16893,"Lance","Summers","Medicine","4"
16894,"James","Hernandez","Autobiography","4"
16895,"Lindsay","Howe","Fiction","4"
16896,"Tom","Meadows","Business","4"
16897,"Lisa","Reynolds","Religion","4"
16898,"William","Walton","Religion","4"
16899,"Raymond","Gonzalez","Fantasy","4"
16900,"Dale","Gutierrez","Computer Science","4"
16901,"Rebecca","Torres","Information Technology","4"
16902,"Angela","Wheeler","Art","4"
16903,"Christopher","Dickson","Autobiography","4"
16904,"George","Ramsey","Fantasy","4"
16905,"Jeffrey","Morrow","Journalism","8"
16906,"Stephen","Alvarado","Finance","4"
16907,"Jessica","Martinez","Innovation","4"
16909,"Mark","Ramos","Fantasy","4"
16910,"Benjamin","Hall","Customer Service","4"
16911,"Taylor","Turner","Entrepreneurship","8"
16912,"Christine","Young","Computer Science","4"
16913,"Melissa","Shelton","Sales","4"
16914,"Kristy","Myers","Fitness","4"
16915,"Marissa","White","Biology","4"
16916,"Karen","Castillo","Physics","8"
16917,"Brian","Moore","Mystery","4"
16918,"Ronald","Smith","Information Technology","4"
16919,"Andrew","Gregory","Logistics","4"
16920,"Joshua","Meadows","Children","8"
16921,"Monica","Moody","Leadership","4"
16922,"Ashley","Mullins","Chemistry","4"
16923,"Joseph","Anderson","Dance","4"
16924,"David","Marshall","Entrepreneurship","4"
16925,"Cynthia","Morris","Business","4"
16926,"Jennifer","Mclean","Geography","4"
16927,"Michael","Malone","Consulting","4"
16928,"Ashley","Garcia","Nursing","4"
16929,"Bernard","Taylor","Biology","4"
16930,"Adam","Wilson","Pharmacy","8"
16931,"Keith","Sanchez","Music","4"
16932,"Kenneth","Carter","Education","4"
16934,"Debra","Johnson","Biography","4"
16935,"James","Griffin","Biography","4"
16936,"Raymond","Blair","Art","4"
16937,"Drew","Nelson","Art","4"
16939,"Matthew","Mathews","Fantasy","4"
16940,"Mikayla","Tucker","Sociology","8"
16941,"Desiree","Newman","History","4"
16942,"Kimberly","Brewer","Travel","4"
16943,"Karen","Jimenez","Art","4"
16944,"Sarah","Miller","Marketing","4"
16945,"Alison","Harris","Anthropology","4"
16946,"Thomas","Hall","Art","4"
16947,"Danielle","Smith","Law","4"
16948,"Madison","Hunt","Education","4"
16949,"Linda","Flores","Consulting","4"
16950,"Kevin","Thomas","Criminal Justice","4"
16951,"Caitlin","Watson","Art","4"
16952,"Jason","Jenkins","Entrepreneurship","4"
16953,"Samantha","Diaz","Computer Science","4"
16954,"Stephen","Barnes","Self-Help","4"
16955,"Christopher","Hopkins","Nursing","4"
16956,"William","Gardner","Business","4"
16957,"Miranda","White","Biology","4"
16958,"Christian","Vargas","Horror","4"
16959,"Marie","Sims","Horror","4"
16960,"Rachel","Melton","Supply Chain","4"
16961,"Jennifer","Franklin","Operations","4"
16962,"Herbert","Long","Biography","4"
16963,"Jennifer","Campbell","Anthropology","4"
16964,"Daniel","Matthews","Computer Science","4"
16965,"Zachary","Webb","Fantasy","4"
16966,"Vanessa","Briggs","Music","8"
16967,"Christina","Glenn","Economics","4"
16968,"Melissa","Munoz","Consulting","4"
16969,"Lydia","Espinoza","Psychiatry","4"
16970,"Joanna","Jenkins","Accounting","4"
16971,"Edward","Mclaughlin","Music","4"
16972,"Tina","Taylor","Fantasy","4"
16973,"Michael","Graham","Economics","4"
16974,"Lisa","Estes","Health","8"
16975,"Donald","Jones","Engineering","4"
16976,"Andrew","Brock","Management","4"
16977,"Danny","Grant","Romance","4"
16978,"Patrick","Rojas","Anthropology","4"
16979,"Pamela","Torres","Business","4"
16980,"Carrie","Montgomery","Management","4"
16981,"Joseph","Lawrence","Comics","4"
16982,"Felicia","Carroll","Computer Science","4"
16983,"Molly","Beck","Cooking","4"
16984,"Ryan","Ortiz","Marketing","4"
16985,"Janice","Scott","Leadership","4"
16986,"Anthony","Edwards","Fiction","4"
16987,"Jennifer","Ali","Consulting","4"
16988,"David","Potter","Biology","4"
16989,"Samantha","Morris","Computer Science","8"
16990,"Todd","Le","Art","4"
16991,"Christine","Bennett","Sports","4"
16992,"Gary","Lara","Art","4"
16993,"Mike","Patterson","History","4"
16994,"Edward","Rogers","Children","4"
16995,"William","Roth","Criminal Justice","4"
16996,"Mary","Sanchez","Medicine","4"
16997,"Jordan","Bell","Sales","4"
16998,"Timothy","Allen","Economics","4"
16999,"Joshua","Le","Accounting","4"
17000,"Jacob","Gutierrez","Psychology","4"
17001,"William","Foster","History","4"
17002,"Victoria","Gonzalez","Chemistry","4"
17003,"Danielle","Hart","Young Adult","4"
17004,"Corey","Richard","Law","4"
17005,"Jeremy","Sanders","Graphic Novel","8"
17006,"Michael","Sutton","Sociology","4"
17007,"Jennifer","Nguyen","Computer Science","4"
17008,"Christopher","Soto","Journalism","4"
17009,"Melissa","Serrano","Spirituality","8"
17010,"Kelsey","Miles","Chemistry","4"
17011,"Eric","Horn","Philosophy","8"
17012,"William","Cox","Strategy","8"
17014,"Steve","Ballard","Customer Service","4"
17015,"Makayla","Brown","Chemistry","4"
17016,"Megan","Martin","Law","4"
17018,"Scott","Hartman","Horror","4"
17019,"Diane","Estrada","Art","4"
17020,"Laura","Salazar","Mystery","4"
17021,"Mark","Blevins","Dentistry","4"
17022,"Brittany","Russell","Children","4"
17023,"Kristy","Rodriguez","Biography","4"
17024,"Kenneth","Smith","Chemistry","4"
17025,"Jose","Cobb","Film","4"
17026,"William","Anderson","Anthropology","4"
17027,"Robert","Farley","Children","4"
17028,"Morgan","Odonnell","Anthropology","4"
17029,"Penny","Ferguson","Anthropology","4"
17030,"Connie","Walker","Innovation","4"
17031,"Glenda","Duffy","Psychology","4"
17032,"Cindy","Smith","Biology","4"
17033,"Andrew","Liu","Pharmacy","4"
17034,"Johnny","Carroll","Nursing","4"
17035,"Ivan","Diaz","Fantasy","4"
17036,"Brian","Moore","Leadership","8"
17037,"Heather","Escobar","Graphic Novel","4"
17038,"Diana","Lewis","Consulting","4"
17040,"Maria","Nolan","Accounting","4"
17041,"Sean","Wolf","Customer Service","4"
17042,"Sonya","Hamilton","Biology","4"
17043,"Danielle","Stout","Information Technology","4"
17044,"Dennis","Alexander","Customer Service","4"
17046,"Bobby","Wilson","Children","4"
17047,"Tina","Ingram","Customer Service","4"
17048,"Richard","Murphy","Accounting","4"
17049,"Bobby","Shaffer","Children","4"
17050,"Cynthia","Castro","Journalism","4"
17051,"Jeremy","Hester","Accounting","4"
17052,"Steven","Harris","Political Science","4"
17053,"Julie","Flores","Film","4"
17054,"John","Arias","Education","8"
17055,"Frank","Marshall","Leadership","4"
17056,"Daniel","Gomez","Art","4"
17057,"Jim","Shelton","Engineering","4"
17058,"Daniel","Randall","Comics","4"
17059,"Rebecca","Watts","Fantasy","4"
17060,"Thomas","Pollard","Anthropology","4"
17061,"Krista","Alvarez","Information Technology","8"
17062,"Karen","Lee","Art","4"
17063,"Brandon","Macias","Film","4"
17064,"Sue","Turner","Accounting","4"
17065,"Paul","Rosario","Education","4"
17066,"Julie","Fields","Comics","4"
17067,"Cassandra","Carroll","Fitness","4"
17069,"Sarah","Pittman","Customer Service","4"
17070,"Andrew","Williams","Anthropology","4"
17071,"Sara","James","Children","4"
17072,"Michael","Rose","Romance","4"
17073,"Jose","Lewis","Anthropology","4"
17074,"Joseph","Browning","Poetry","4"
17075,"Chad","Thomas","Finance","4"
17076,"Sarah","Montgomery","Consulting","4"
17077,"Chelsea","Osborn","Politics","4"
17078,"Mark","Ayala","Radio","4"
17079,"James","Quinn","Biology","4"
17080,"Holly","Kim","Music","4"
17081,"Tyler","Kidd","Nursing","8"
17082,"Lisa","Fisher","Sociology","4"
17083,"Brenda","Torres","Theatre","4"
17084,"Michelle","Smith","Sales","8"
17085,"Yolanda","Hansen","Criminal Justice","4"
17086,"Katherine","Jennings","Business","4"
17087,"Tracy","Clark","Pharmacy","4"
17088,"David","Taylor","Mystery","4"
17089,"Karen","Johnson","Television","8"
17090,"Daniel","Klein","Sports","4"
17091,"Cheryl","Hendricks","Business","4"
17092,"Phillip","York","Accounting","4"
17093,"Gina","Richards","Biology","4"
17094,"Michael","Lester","Nursing","4"
17095,"Bryce","Mitchell","Technology","4"
17096,"Abigail","Lee","Non-Fiction","4"
17097,"Jill","Perez","Medicine","4"
17098,"Francisco","Anderson","Customer Service","4"
17099,"Tara","Howell","Law","4"
17100,"Melissa","Morgan","Economics","4"
17101,"Patrick","Fitzgerald","Art","4"
17102,"Amy","Nelson","Journalism","4"
17103,"Tamara","White","Engineering","4"
17104,"Shane","Mason","Chemistry","4"
17105,"Jamie","Chavez","Finance","4"
17106,"Brian","Schwartz","Radio","4"
17107,"Samantha","Rogers","Management","4"
17108,"Jose","Gonzalez","Engineering","4"
17109,"Melissa","Perez","Drama","4"
17110,"Ricardo","Petersen","Business","4"
17111,"Ashley","Diaz","Comics","4"
17112,"Sally","Young","Comics","4"
17113,"Andre","Williams","Anthropology","4"
17114,"Sharon","Chung","Finance","4"
17116,"Robert","Hernandez","Journalism","4"
17117,"Craig","Delgado","Marketing","4"
17118,"Reginald","Washington","Theology","4"
17119,"Jason","Richardson","Psychiatry","8"
17120,"Michael","Perez","Health","4"
17121,"Valerie","Austin","Veterinary","8"
17122,"Shawn","Lloyd","Medicine","4"
17123,"Lisa","White","Logistics","4"
17124,"Christina","Wiley","Fiction","4"
17125,"Herbert","Jackson","Law","4"
17126,"Kevin","Cook","Autobiography","4"
17127,"Heather","West","Business","4"
17128,"John","Jones","Art","4"
17129,"Alison","Arnold","Horror","4"
17130,"Michele","Tapia","Politics","8"
17131,"Jeffrey","Lopez","Psychiatry","4"
17132,"Maurice","Gentry","Religion","4"
17133,"James","Townsend","Anthropology","4"
17134,"Joshua","Davis","Law","4"
17135,"Travis","Jones","Science","4"
17136,"Kathleen","Fisher","Criminal Justice","4"
17137,"Michael","Maynard","Anthropology","4"
17138,"Megan","Burton","Literature","4"
17139,"Maria","Davis","Fitness","4"
17140,"Jennifer","Wells","Business","4"
17141,"Madeline","Jones","Biography","4"
17142,"James","Yates","Children","4"
17143,"Sierra","Riley","Art","4"
17144,"Amanda","Arnold","Business","4"
17145,"Anthony","Collins","Autobiography","4"
17146,"Antonio","Villarreal","Children","4"
17147,"Susan","Blackburn","Travel","8"
17148,"Nicholas","Johnston","Physics","4"
17149,"Anne","Schmidt","Psychology","4"
17150,"Corey","Smith","Computer Science","4"
17151,"Cassandra","Mcdonald","Biology","4"
17152,"Karen","Walter","Accounting","4"
17153,"John","Pena","Management","4"
17154,"Bradley","Watson","Customer Service","8"
17155,"Tiffany","Villegas","Dance","4"
17156,"Jessica","Hernandez","Operations","4"
17157,"Kayla","Williams","Medicine","4"
17158,"Beth","Delgado","Supply Chain","8"
17159,"Jill","Morris","Children","4"
17160,"John","Harrington","Pharmacy","4"
17161,"Patty","Stout","Information Technology","4"
17162,"Tiffany","Houston","Consulting","4"
17163,"Jeffrey","Soto","Comics","4"
17164,"Jonathan","Nelson","Chemistry","4"
17165,"Amanda","Hernandez","Radio","4"
17166,"Jessica","Johnson","Accounting","4"
17167,"Diana","Waters","Biology","4"
17168,"Christine","Banks","Film","4"
17169,"Beth","Coleman","Chemistry","4"
17170,"Justin","Rice","Consulting","4"
17171,"Alec","Parker","Sociology","4"
17172,"Jason","Thomas","Strategy","4"
17173,"Kimberly","Anderson","Human Resources","4"
17174,"Jonathan","Dennis","Entrepreneurship","4"
17175,"Kevin","Bell","Autobiography","4"
17176,"Diane","White","Business","4"
17177,"Leah","Ellis","Medicine","4"
17178,"Kathryn","Leon","Fiction","8"
17179,"Joann","Washington","Medicine","8"
17180,"Richard","Scott","Film","4"
17181,"Ruth","Foster","Engineering","4"
17182,"Mary","Maynard","Logistics","4"
17183,"Nancy","Newton","Poetry","4"
17185,"Tiffany","Byrd","Journalism","4"
17186,"Yolanda","Ford","Literature","8"
17187,"Andrew","Ward","Science Fiction","4"
17188,"Christopher","Powers","Autobiography","4"
17189,"Tina","Vasquez","Human Resources","4"
17190,"Richard","Kline","Journalism","4"
17191,"Christopher","Woods","Dance","4"
17192,"Debbie","Woods","Fiction","4"
17193,"Clifford","Williams","History","4"
17195,"Melissa","Owens","Political Science","4"
17196,"Tara","Yates","Autobiography","4"
17197,"Lisa","Smith","Entrepreneurship","8"
17198,"Jennifer","Rivera","Dentistry","4"
17199,"Madison","Morgan","Political Science","4"
17200,"Ashley","Hall","Journalism","4"
17201,"Laura","Reeves","Dentistry","4"
17202,"Melissa","Davis","Information Technology","4"
17203,"Julia","Taylor","Dance","4"
17204,"Michelle","Cervantes","Art","4"
17205,"Scott","Campos","Computer Science","4"
17206,"Jack","Scott","Consulting","4"
17207,"Jessica","Thompson","Film","4"
17208,"Martin","Edwards","Comics","4"
17209,"Seth","Ferrell","Criminal Justice","4"
17210,"Michael","Dunn","Information Technology","4"
17211,"Joseph","Donovan","Art","4"
17212,"Jason","Frye","Pharmacy","4"
17213,"Jacob","Greene","Art","4"
17214,"Michael","Torres","Comics","4"
17215,"Tony","King","Education","4"
17216,"Kimberly","Garrison","Comics","4"
17217,"Christopher","West","Biology","4"
17218,"Michael","Golden","Nursing","4"
17219,"Michael","Franklin","Religion","4"
17220,"Elizabeth","Gray","Innovation","4"
17221,"Crystal","Martin","Literature","4"
17222,"Mark","Carrillo","Medicine","4"
17223,"Sherry","Jackson","Science Fiction","8"
17224,"Don","Wagner","Strategy","4"
17225,"Danielle","White","Marketing","4"
17226,"Stephen","Weeks","Accounting","4"
17227,"David","Sanders","Non-Fiction","4"
17228,"Alexandra","Hammond","Journalism","4"
17229,"Stephanie","Terry","Art","4"
17230,"Tracey","Wilkinson","Theatre","8"
17231,"Shane","Hernandez","Dance","4"
17232,"Theresa","Petty","Comics","4"
17233,"Michael","Johnson","Art","4"
17234,"Eileen","Solis","Fantasy","4"
17235,"Benjamin","Cooke","Cooking","4"
17236,"John","Neal","Business","4"
17237,"Patricia","White","Journalism","4"
17238,"Scott","Diaz","Consulting","4"
17239,"Mario","Moore","Journalism","4"
17240,"Wendy","Willis","Geography","4"
17241,"Dominic","Sullivan","Computer Science","4"
17242,"Kimberly","Gross","Television","4"
17243,"Mathew","Davis","Mystery","4"
17244,"Stephanie","Murphy","Logistics","8"
17245,"Carolyn","Oliver","Horror","4"
17246,"Eric","Bryant","Dance","4"
17247,"Benjamin","Campbell","Science","4"
17248,"John","Thompson","Chemistry","4"
17249,"Adam","Rivera","Literature","4"
17250,"Christina","Lyons","Criminal Justice","4"
17251,"Charles","Evans","Fitness","4"
17252,"Elizabeth","Smith","Pharmacy","8"
17253,"Mikayla","Pace","Fiction","4"
17254,"Benjamin","Solis","Religion","8"
17255,"Eric","Butler","Romance","4"
17256,"Raymond","Moon","Biology","4"
17257,"Ashley","Davis","Travel","4"
17258,"Joseph","James","Biology","4"
17259,"Donna","Schmidt","Political Science","4"
17260,"Judy","Hampton","History","4"
17261,"Michael","Potter","Biology","4"
17262,"Carmen","Cruz","Nursing","4"
17264,"Tammy","Boyd","Customer Service","4"
17265,"Christopher","Lyons","Economics","4"
17266,"Jerry","Hall","Film","4"
17267,"Rebecca","Davis","Drama","4"
17268,"Candice","Ramos","Human Resources","4"
17269,"Nicole","Kelly","Children","4"
17270,"Charles","Leblanc","Anthropology","4"
17271,"Douglas","Allen","Supply Chain","4"
17272,"Deanna","Wong","Technology","4"
17273,"Jeanette","Stewart","Finance","4"
17274,"Kelly","Hayes","Entrepreneurship","4"
17275,"Larry","Hall","Television","4"
17276,"Chad","Miller","Innovation","8"
17278,"Kathleen","Curtis","Theology","8"
17279,"Raymond","Salazar","Dance","4"
17280,"Shannon","Buchanan","Drama","4"
17281,"Ralph","Nguyen","Criminal Justice","4"
17282,"Dana","Sampson","Autobiography","4"
17283,"Linda","Brown","Accounting","4"
17284,"William","Carroll","Travel","8"
17285,"Randy","Fernandez","Information Technology","8"
17286,"Alexandra","Barnes","Law","4"
17287,"Robert","Kelly","Economics","4"
17288,"Mark","Stout","Education","4"
17289,"Anthony","Mckinney","Biography","4"
17290,"Daniel","Wilson","Geography","4"
17291,"Joshua","Willis","Biography","4"
17292,"Gabrielle","Coleman","Biography","4"
17293,"Robert","Flores","Accounting","4"
17294,"Bryan","Joyce","Film","4"
17295,"Ryan","Moon","Customer Service","4"
17296,"Thomas","Pearson","Horror","4"
17297,"Cassandra","Chang","Human Resources","8"
17298,"Madison","Williams","Finance","4"
17299,"Emma","Wilson","Consulting","4"
17300,"Jack","Robles","Mathematics","4"
17301,"James","Mccullough","Fantasy","4"
17302,"Brenda","Nguyen","Comics","4"
17303,"Gary","Douglas","Sales","4"
17304,"Benjamin","Schultz","History","4"
17305,"Bobby","Vasquez","Poetry","4"
17306,"Brian","Black","Comics","4"
17307,"Patricia","Armstrong","Drama","4"
17308,"Gary","Chan","Chemistry","4"
17309,"Anthony","Collins","Graphic Novel","4"
17310,"Rebecca","Lewis","Cooking","4"
17311,"Bailey","Boyd","Business","4"
17312,"Darren","Callahan","Accounting","4"
17313,"Eugene","Bennett","Autobiography","4"
17314,"Isaac","Elliott","Operations","4"
17315,"Brandon","Phillips","Autobiography","4"
17316,"Jeff","Decker","Health","4"
17317,"Bruce","Green","Anthropology","4"
17318,"Amy","Luna","Operations","4"
17319,"Brandon","Campos","Education","4"
17320,"Nicholas","Olson","Religion","4"
17321,"David","Henson","Dentistry","8"
17322,"Angela","Jones","Travel","4"
17323,"Carrie","Armstrong","Accounting","4"
17324,"Robin","Odom","Theatre","4"
17325,"Joshua","Arnold","Health","4"
17326,"Carrie","Davis","Criminal Justice","4"
17327,"Emily","Thompson","History","4"
17328,"Paul","Sanchez","Criminal Justice","4"
17329,"Sonia","Roy","Romance","4"
17330,"Kimberly","Sullivan","Business","4"
17331,"Krystal","Lin","Comics","4"
17332,"Courtney","Sherman","Fiction","4"
17333,"Scott","Blackwell","Dentistry","4"
17334,"Justin","Bradley","Geography","4"
17336,"Jeremy","Diaz","Mystery","4"
17337,"Thomas","Boyd","Biography","4"
17338,"Kenneth","Forbes","Biography","4"
17339,"Breanna","Mitchell","Chemistry","4"
17340,"Kaitlyn","Bush","Consulting","4"
17341,"Susan","Camacho","Accounting","4"
17342,"Bryan","Bennett","Accounting","4"
17343,"Shawn","Stafford","Music","4"
17344,"Mark","Stevens","Anthropology","4"
17345,"Gregory","Shepherd","Customer Service","4"
17346,"Jared","Aguilar","Journalism","4"
17347,"Kathleen","Evans","Supply Chain","4"
17348,"Timothy","Wilson","Computer Science","4"
17349,"Warren","Higgins","Literature","4"
17350,"Jordan","Fisher","Law","4"
17351,"Chad","Boyd","Nursing","8"
17352,"Douglas","Bennett","Art","4"
17353,"Joshua","Williams","Criminal Justice","4"
17354,"Kyle","Fisher","Accounting","4"
17355,"Bailey","Garcia","Economics","4"
17356,"Mason","Hughes","Dentistry","4"
17357,"Deanna","Frazier","Fantasy","4"
17358,"Anthony","Gonzalez","Accounting","4"
17359,"Matthew","Petersen","Customer Service","4"
17360,"Erica","Quinn","Film","4"
17362,"Cindy","Hawkins","Veterinary","8"
17363,"Lisa","Gutierrez","Law","4"
17364,"Nicholas","Hernandez","Engineering","4"
17365,"Kim","Manning","Anthropology","4"
17366,"Michele","Ford","Human Resources","4"
17367,"Paul","Villegas","Consulting","4"
17368,"Jacob","Vasquez","Politics","4"
17369,"Jose","Smith","Entrepreneurship","4"
17370,"Elizabeth","Torres","Psychology","4"
17371,"Raymond","Cook","Entrepreneurship","4"
17372,"Scott","Rogers","Comics","4"
17373,"Jennifer","Johnson","Business","4"
17374,"Matthew","Elliott","Mathematics","4"
17375,"Amber","Smith","Comics","8"
17376,"Rick","Bauer","Biography","4"
17377,"Ann","Vaughn","Anthropology","4"
17378,"Mary","Obrien","Cooking","4"
17379,"Luis","Garza","Comics","4"
17380,"Dawn","Horton","History","4"
17381,"Jorge","Morrison","Information Technology","4"
17382,"Maria","Lopez","Nursing","4"
17383,"Kelly","Henderson","Computer Science","4"
17384,"Richard","Thompson","Information Technology","8"
17385,"Mark","Turner","Drama","4"
17386,"Patricia","Martin","Finance","4"
17387,"Brian","Moran","Fiction","4"
17388,"Manuel","Hall","Sales","4"
17389,"Caroline","Cannon","Operations","4"
17390,"Diane","Heath","Autobiography","4"
17391,"Cory","Mcconnell","Criminal Justice","4"
17392,"Daniel","Ryan","Spirituality","4"
17393,"Patricia","Lang","Art","4"
17395,"Jeffrey","Price","Accounting","4"
17396,"Travis","Thompson","Autobiography","4"
17397,"Brandi","Forbes","Business","4"
17398,"Alyssa","Greer","Veterinary","4"
17399,"Justin","Oliver","Biography","4"
17400,"Laura","Ferrell","Mystery","8"
17401,"Leah","Bryant","Education","4"
17402,"Kimberly","Nelson","Literature","4"
17403,"Carla","Roy","Journalism","4"
17404,"Thomas","Atkinson","Education","4"
17405,"Scott","Fox","Science","4"
17406,"Chase","Moore","Supply Chain","4"
17407,"Jared","Garcia","Graphic Novel","4"
17408,"Robert","Mendez","Human Resources","4"
17409,"Donna","Hamilton","Anthropology","4"
17410,"Nicole","Smith","Dance","4"
17411,"Brandi","Davis","Science","4"
17412,"Tiffany","Anderson","Consulting","4"
17413,"James","Gonzalez","Comics","4"
17414,"Diane","Garcia","History","4"
17415,"Timothy","Graves","Entrepreneurship","4"
17416,"Michael","Jones","Autobiography","4"
17417,"David","Wilson","Fitness","4"
17418,"Brian","Hebert","Radio","8"
17419,"Lori","Baker","Children","4"
17420,"Jeremy","Sanchez","Autobiography","4"
17421,"Dana","Martin","Finance","4"
17422,"David","Brown","Mathematics","4"
17423,"Valerie","Reyes","Children","4"
17424,"Amanda","Garcia","Business","4"
17425,"Andrea","Davis","Accounting","4"
17427,"Melissa","Keith","Young Adult","4"
17428,"Gabriel","Rollins","Dentistry","4"
17429,"Phillip","Mcdonald","Entrepreneurship","4"
17430,"Richard","White","Finance","8"
17431,"Edward","Lee","Science Fiction","4"
17432,"Tracy","Li","Autobiography","4"
17433,"Cesar","Pratt","Engineering","4"
17434,"David","Murphy","Drama","4"
17435,"Kevin","James","Supply Chain","4"
17436,"Joshua","Gonzales","Consulting","4"
17437,"Brooke","Black","Thriller","8"
17438,"Brittany","Fisher","Nursing","4"
17439,"Jo","Martinez","Leadership","8"
17440,"Marie","Cameron","Theatre","4"
