"readerid","firstname","lastname","message","sentdate","isread"
2391,"Jennifer","Estes","Your book is due in 1 week! Please return it on time.","2024-09-17",False
15462,"Christopher","Haney","Your book is due in 1 week! Please return it on time.","2024-09-16",True
10761,"Margaret","Perez","Your book is due in 1 week! Please return it on time.","2024-09-16",True
29914,"Joseph","Murphy","Your book is due in 1 week! Please return it on time.","2024-09-16",False
28245,"Andrew","Anderson","Your book is due in 1 week! Please return it on time.","2024-09-16",False
4696,"Michael","Brown","Your book is due in 1 week! Please return it on time.","2024-09-16",True
24768,"Amanda","Brown","Your book is due in 1 week! Please return it on time.","2024-09-16",False
6629,"Eddie","Gibson","Your book is due in 1 week! Please return it on time.","2024-09-16",False
12843,"Lynn","Dean","Your book is due in 1 week! Please return it on time.","2024-09-16",True
25689,"Michael","Gillespie","Your book is due in 1 week! Please return it on time.","2024-09-16",False
26852,"Robert","Perez","Your book is due in 1 week! Please return it on time.","2024-09-16",True
19688,"James","Hines","Your book is due in 1 week! Please return it on time.","2024-09-16",True
13568,"Robert","Vasquez","Your book is due in 1 week! Please return it on time.","2024-09-16",False
16359,"Sarah","Robles","Your book is due in 1 week! Please return it on time.","2024-09-16",True
30695,"James","Diaz","Your book is due in 1 week! Please return it on time.","2024-09-16",False
19404,"Janice","Flores","Your book is due in 1 week! Please return it on time.","2024-09-16",False
22469,"Cody","Williams","Your book is due in 1 week! Please return it on time.","2024-09-16",True
18301,"Rachel","Macdonald","Your book is due in 1 week! Please return it on time.","2024-09-16",False
14807,"Michael","Kline","Your book is due in 1 week! Please return it on time.","2024-09-16",True
15171,"Natasha","Robinson","Your book is due in 1 week! Please return it on time.","2024-09-16",False
14037,"Stephanie","Nelson","Your book is due in 1 week! Please return it on time.","2024-09-15",False
17187,"Andrew","Ward","Your book is due in 1 week! Please return it on time.","2024-09-15",False
2414,"Laura","Ortiz","Your book is due in 1 week! Please return it on time.","2024-09-15",True
26014,"David","Morales","Your book is due in 1 week! Please return it on time.","2024-09-15",False
10188,"Kelly","Navarro","Your book is due in 1 week! Please return it on time.","2024-09-15",True
16288,"Melanie","Simmons","Your book is due in 1 week! Please return it on time.","2024-09-15",False
13646,"Michael","Richardson","Your book is due in 1 week! Please return it on time.","2024-09-15",False
13795,"Philip","Rush","Your book is due in 1 week! Please return it on time.","2024-09-15",True
26978,"Lisa","Cox","Your book is due in 1 week! Please return it on time.","2024-09-15",True
31353,"Christopher","Coleman","Your book is due in 1 week! Please return it on time.","2024-09-15",True
18124,"Melissa","Brown","Your book is due in 1 week! Please return it on time.","2024-09-15",True
4441,"Joy","Richardson","Your book is due in 1 week! Please return it on time.","2024-09-15",True
12314,"Christopher","Kim","Your book is due in 1 week! Please return it on time.","2024-09-15",True
3073,"Tony","Johnson","Your book is due in 1 week! Please return it on time.","2024-09-15",False
26939,"Lauren","Lloyd","Your book is due in 1 week! Please return it on time.","2024-09-15",True
20022,"Joseph","Fields","Your book is due in 1 week! Please return it on time.","2024-09-15",True
30373,"Courtney","Schultz","Your book is due in 1 week! Please return it on time.","2024-09-15",True
173,"Justin","Reed","Your book is due in 1 week! Please return it on time.","2024-09-15",False
9920,"Jennifer","Rodriguez","Your book is due in 1 week! Please return it on time.","2024-09-15",True
8878,"Matthew","Kemp","Your book is due in 1 week! Please return it on time.","2024-09-15",True
9580,"Grace","George","Your book is due in 1 week! Please return it on time.","2024-09-14",False
19506,"Nathan","Thompson","Your book is due in 1 week! Please return it on time.","2024-09-14",False
18168,"Aaron","Stanley","Your book is due in 1 week! Please return it on time.","2024-09-14",False
7651,"John","Anderson","Your book is due in 1 week! Please return it on time.","2024-09-14",False
2255,"Emily","King","Your book is due in 1 week! Please return it on time.","2024-09-14",False
9738,"Jeffrey","Harvey","Your book is due in 1 week! Please return it on time.","2024-09-14",False
28529,"Jennifer","Thomas","Your book is due in 1 week! Please return it on time.","2024-09-14",True
29269,"Dawn","Carter","Your book is due in 1 week! Please return it on time.","2024-09-14",False
32363,"Scott","Cooper","Your book is due in 1 week! Please return it on time.","2024-09-14",True
31844,"Renee","Barnes","Your book is due in 1 week! Please return it on time.","2024-09-14",True
20079,"Amy","Cain","Your book is due in 1 week! Please return it on time.","2024-09-14",True
2186,"Justin","Schneider","Your book is due in 1 week! Please return it on time.","2024-09-14",True
9202,"Erica","Whitney","Your book is due in 1 week! Please return it on time.","2024-09-13",True
25055,"Amy","Martin","Your book is due in 1 week! Please return it on time.","2024-09-13",False
16518,"Joshua","Cannon","Your book is due in 1 week! Please return it on time.","2024-09-13",False
21738,"Randy","Ford","Your book is due in 1 week! Please return it on time.","2024-09-13",True
26691,"Alex","Levine","Your book is due in 1 week! Please return it on time.","2024-09-13",True
8077,"Steven","Stevens","Your book is due in 1 week! Please return it on time.","2024-09-13",True
18332,"Dawn","Mack","Your book is due in 1 week! Please return it on time.","2024-09-13",True
30634,"Brandon","Palmer","Your book is due in 1 week! Please return it on time.","2024-09-13",False
27529,"Kaitlyn","Steele","Your book is due in 1 week! Please return it on time.","2024-09-13",True
8569,"Douglas","Henry","Your book is due in 1 week! Please return it on time.","2024-09-13",True
15177,"Sonya","Odonnell","Your book is due in 1 week! Please return it on time.","2024-09-13",False
22729,"Nicholas","Washington","Your book is due in 1 week! Please return it on time.","2024-09-13",True
31981,"Hannah","Rodriguez","Your book is due in 1 week! Please return it on time.","2024-09-13",True
27545,"Andrew","Richmond","Your book is due in 1 week! Please return it on time.","2024-09-13",False
30391,"Sean","Brooks","Your book is due in 1 week! Please return it on time.","2024-09-12",True
26640,"Daniel","Norris","Your book is due in 1 week! Please return it on time.","2024-09-12",True
5439,"James","Jones","Your book is due in 1 week! Please return it on time.","2024-09-12",True
3325,"David","Miller","Your book is due in 1 week! Please return it on time.","2024-09-12",True
32595,"Jocelyn","King","Your book is due in 1 week! Please return it on time.","2024-09-12",False
19361,"Karen","Smith","Your book is due in 1 week! Please return it on time.","2024-09-12",False
23494,"James","Mejia","Your book is due in 1 week! Please return it on time.","2024-09-12",False
30835,"Candace","Lindsey","Your book is due in 1 week! Please return it on time.","2024-09-12",False
6417,"Andrew","Garcia","Your book is due in 1 week! Please return it on time.","2024-09-12",True
5581,"Patrick","Miller","Your book is due in 1 week! Please return it on time.","2024-09-12",False
7311,"Marcus","Sanchez","Your book is due in 1 week! Please return it on time.","2024-09-12",False
1269,"Ricardo","Curtis","Your book is due in 1 week! Please return it on time.","2024-09-12",True
16290,"Lawrence","Spence","Your book is due in 1 week! Please return it on time.","2024-09-12",True
24944,"Samuel","Perry","Your book is due in 1 week! Please return it on time.","2024-09-12",False
28396,"Yvonne","Simmons","Your book is due in 1 week! Please return it on time.","2024-09-12",True
7937,"Karen","Lopez","Your book is due in 1 week! Please return it on time.","2024-09-12",True
3490,"Patricia","Forbes","Your book is due in 1 week! Please return it on time.","2024-09-12",True
12287,"Robert","Bennett","Your book is due in 1 week! Please return it on time.","2024-09-12",True
26317,"Bryan","Sosa","Your book is due in 1 week! Please return it on time.","2024-09-12",True
11823,"Tamara","Cherry","Your book is due in 1 week! Please return it on time.","2024-09-12",True
18353,"Deborah","Ali","Your book is due in 1 week! Please return it on time.","2024-09-12",False
30319,"Deborah","Horne","Your book is due in 1 week! Please return it on time.","2024-09-12",True
31708,"Larry","Taylor","Your book is due in 1 week! Please return it on time.","2024-09-12",False
32611,"William","Graham","Your book is due in 1 week! Please return it on time.","2024-09-12",False
27579,"Douglas","Stevens","Your book is due in 1 week! Please return it on time.","2024-09-12",True
54,"Charles","Cook","Your book is due in 1 week! Please return it on time.","2024-09-12",True
26070,"Chris","Oliver","Your book is due in 1 week! Please return it on time.","2024-09-11",True
25981,"Erin","Higgins","Your book is due in 1 week! Please return it on time.","2024-09-11",True
1615,"Christina","Harrison","Your book is due in 1 week! Please return it on time.","2024-09-11",True
3123,"Deborah","Harris","Your book is due in 1 week! Please return it on time.","2024-09-11",False
5354,"Michelle","Lamb","Your book is due in 1 week! Please return it on time.","2024-09-11",True
18017,"Cathy","Bell","Your book is due in 1 week! Please return it on time.","2024-09-11",True
4886,"Alexandria","Olsen","Your book is due in 1 week! Please return it on time.","2024-09-11",False
32774,"Barbara","Frederick","Your book is due in 1 week! Please return it on time.","2024-09-11",False
6133,"Paul","Myers","Your book is due in 1 week! Please return it on time.","2024-09-11",False
30359,"Brian","Grimes","Your book is due in 1 week! Please return it on time.","2024-09-11",False
17304,"Benjamin","Schultz","Your book is due in 1 week! Please return it on time.","2024-09-11",True
21449,"Jay","Harvey","Your book is due in 1 week! Please return it on time.","2024-09-11",False
16761,"Emily","Flores","Your book is due in 1 week! Please return it on time.","2024-09-11",True
21962,"Audrey","Pena","Your book is due in 1 week! Please return it on time.","2024-09-11",False
29810,"Jeffrey","Myers","Your book is due in 1 week! Please return it on time.","2024-09-10",True
18959,"Kenneth","West","Your book is due in 1 week! Please return it on time.","2024-09-10",True
2144,"David","Porter","Your book is due in 1 week! Please return it on time.","2024-09-10",True
1476,"Samantha","Brown","Your book is due in 1 week! Please return it on time.","2024-09-10",True
16516,"April","Christensen","Your book is due in 1 week! Please return it on time.","2024-09-10",True
25107,"Crystal","Anderson","Your book is due in 1 week! Please return it on time.","2024-09-10",True
6869,"Anna","Stewart","Your book is due in 1 week! Please return it on time.","2024-09-10",False
7738,"Kristine","Ochoa","Your book is due in 1 week! Please return it on time.","2024-09-10",True
31860,"Justin","Miller","Your book is due in 1 week! Please return it on time.","2024-09-10",True
20501,"Denise","Carter","Your book is due in 1 week! Please return it on time.","2024-09-10",True
1372,"Lisa","Perez","Your book is due in 1 week! Please return it on time.","2024-09-10",False
26686,"Brandon","Sullivan","Your book is due in 1 week! Please return it on time.","2024-09-10",False
2296,"Alec","Forbes","Your book is due in 1 week! Please return it on time.","2024-09-10",False
32460,"Margaret","Santana","Your book is due in 1 week! Please return it on time.","2024-09-10",True
25189,"John","Cohen","Your book is due in 1 week! Please return it on time.","2024-09-10",True
31599,"Donald","Porter","Your book is due in 1 week! Please return it on time.","2024-09-10",True
26882,"Susan","Hudson","Your book is due in 1 week! Please return it on time.","2024-09-10",False
11829,"Keith","Guzman","Your book is due in 1 week! Please return it on time.","2024-09-10",False
17590,"Derrick","Parsons","Your book is due in 1 week! Please return it on time.","2024-09-09",True
19222,"Cheryl","Jones","Your book is due in 1 week! Please return it on time.","2024-09-09",True
21861,"Julie","Rollins","Your book is due in 1 week! Please return it on time.","2024-09-09",True
22299,"April","Lewis","Your book is due in 1 week! Please return it on time.","2024-09-09",False
29034,"Hector","Petersen","Your book is due in 1 week! Please return it on time.","2024-09-09",True
7331,"Michael","Lopez","Your book is due in 1 week! Please return it on time.","2024-09-09",True
20766,"Ryan","King","Your book is due in 1 week! Please return it on time.","2024-09-09",False
4258,"Jean","Hull","Your book is due in 1 week! Please return it on time.","2024-09-09",False
3524,"Carly","Cohen","Your book is due in 1 week! Please return it on time.","2024-09-09",True
3632,"Jose","Riley","Your book is due in 1 week! Please return it on time.","2024-09-09",True
7828,"Courtney","Wilson","Your book is due in 1 week! Please return it on time.","2024-09-09",True
24632,"Elizabeth","Roth","Your book is due in 1 week! Please return it on time.","2024-09-09",True
1214,"Brian","Bishop","Your book is due in 1 week! Please return it on time.","2024-09-09",True
4237,"Kristin","Dorsey","Your book is due in 1 week! Please return it on time.","2024-09-09",False
32548,"Dustin","Anderson","Your book is due in 1 week! Please return it on time.","2024-09-09",False
31349,"Autumn","Mason","Your book is due in 1 week! Please return it on time.","2024-09-09",True
30097,"Stephanie","Johnson","Your book is due in 1 week! Please return it on time.","2024-09-09",True
24281,"Jennifer","Peterson","Your book is due in 1 week! Please return it on time.","2024-09-09",False
3226,"David","Gonzalez","Your book is due in 1 week! Please return it on time.","2024-09-09",True
14566,"Ruben","Russell","Your book is due in 1 week! Please return it on time.","2024-09-09",True
24769,"Aaron","Gonzalez","Your book is due in 1 week! Please return it on time.","2024-09-09",False
18606,"Melissa","Campbell","Your book is due in 1 week! Please return it on time.","2024-09-09",True
11990,"William","Howard","Your book is due in 1 week! Please return it on time.","2024-09-09",False
5078,"William","Duncan","Your book is due in 1 week! Please return it on time.","2024-09-09",True
26204,"Lisa","Cohen","Your book is due in 1 week! Please return it on time.","2024-09-09",True
32100,"Gary","Phillips","Your book is due in 1 week! Please return it on time.","2024-09-08",True
15421,"Sylvia","Williams","Your book is due in 1 week! Please return it on time.","2024-09-08",True
17949,"Ruben","Gilbert","Your book is due in 1 week! Please return it on time.","2024-09-08",True
23657,"Joseph","Anderson","Your book is due in 1 week! Please return it on time.","2024-09-08",True
13442,"James","Fuller","Your book is due in 1 week! Please return it on time.","2024-09-08",False
27882,"Thomas","Freeman","Your book is due in 1 week! Please return it on time.","2024-09-08",False
15219,"Kimberly","Wright","Your book is due in 1 week! Please return it on time.","2024-09-08",True
27154,"Angela","Clark","Your book is due in 1 week! Please return it on time.","2024-09-08",False
2817,"Brittany","Wilson","Your book is due in 1 week! Please return it on time.","2024-09-08",True
31829,"Elizabeth","Lee","Your book is due in 1 week! Please return it on time.","2024-09-08",True
19020,"Kayla","Foster","Your book is due in 1 week! Please return it on time.","2024-09-08",False
6048,"Amanda","Allen","Your book is due in 1 week! Please return it on time.","2024-09-08",False
32373,"Amber","Hancock","Your book is due in 1 week! Please return it on time.","2024-09-08",False
24365,"Rebecca","Howell","Your book is due in 1 week! Please return it on time.","2024-09-08",True
20081,"Timothy","Dixon","Your book is due in 1 week! Please return it on time.","2024-09-08",False
17661,"Katie","Jacobson","Your book is due in 1 week! Please return it on time.","2024-09-08",True
28368,"Joseph","Graves","Your book is due in 1 week! Please return it on time.","2024-09-08",True
2959,"Kathryn","Evans","Your book is due in 1 week! Please return it on time.","2024-09-08",False
27044,"Kayla","Powell","Your book is due in 1 week! Please return it on time.","2024-09-08",False
25242,"Melvin","Jimenez","Your book is due in 1 week! Please return it on time.","2024-09-08",True
12012,"Brian","Holmes","Your book is due in 1 week! Please return it on time.","2024-09-08",True
2265,"Thomas","Hunt","Your book is due in 1 week! Please return it on time.","2024-09-08",True
6540,"Jennifer","Christian","Your book is due in 1 week! Please return it on time.","2024-09-08",True
7832,"Laura","Washington","Your book is due in 1 week! Please return it on time.","2024-09-08",False
21514,"Justin","Christian","Your book is due in 1 week! Please return it on time.","2024-09-07",True
3931,"Laura","Green","Your book is due in 1 week! Please return it on time.","2024-09-07",False
15869,"James","Davis","Your book is due in 1 week! Please return it on time.","2024-09-07",False
23652,"Karen","Steele","Your book is due in 1 week! Please return it on time.","2024-09-07",True
16172,"Connor","Wong","Your book is due in 1 week! Please return it on time.","2024-09-07",False
20613,"Rebecca","Williams","Your book is due in 1 week! Please return it on time.","2024-09-07",False
6144,"April","Lawrence","Your book is due in 1 week! Please return it on time.","2024-09-07",False
394,"Mark","Rodriguez","Your book is due in 1 week! Please return it on time.","2024-09-07",False
27548,"Kristin","Sparks","Your book is due in 1 week! Please return it on time.","2024-09-07",True
32616,"Kimberly","Sullivan","Your book is due in 1 week! Please return it on time.","2024-09-07",True
1809,"Amanda","Macdonald","Your book is due in 1 week! Please return it on time.","2024-09-07",False
3686,"Benjamin","Stephenson","Your book is due in 1 week! Please return it on time.","2024-09-07",False
7442,"John","Brooks","Your book is due in 1 week! Please return it on time.","2024-09-07",False
554,"Louis","Mcdonald","Your book is due in 1 week! Please return it on time.","2024-09-07",True
26437,"Ryan","Ray","Your book is due in 1 week! Please return it on time.","2024-09-07",True
2015,"Samantha","Weaver","Your book is due in 1 week! Please return it on time.","2024-09-07",False
28363,"Eric","Maxwell","Your book is due in 1 week! Please return it on time.","2024-09-07",False
3167,"Gregory","Logan","Your book is due in 1 week! Please return it on time.","2024-09-07",False
23405,"Catherine","Woods","Your book is due in 1 week! Please return it on time.","2024-09-07",False
20980,"Brenda","Anderson","Your book is due in 1 week! Please return it on time.","2024-09-07",False
11170,"Lori","Clark","Your book is due in 1 week! Please return it on time.","2024-09-07",True
25820,"Adam","Williams","Your book is due in 1 week! Please return it on time.","2024-09-07",False
24684,"Kimberly","Hunt","Your book is due in 1 week! Please return it on time.","2024-09-07",True
6376,"Kenneth","Turner","Your book is due in 1 week! Please return it on time.","2024-09-07",True
19774,"Angela","Calhoun","Your book is due in 1 week! Please return it on time.","2024-09-07",True
12857,"Micheal","Kennedy","Your book is due in 1 week! Please return it on time.","2024-09-07",True
21523,"Debra","Banks","Your book is due in 1 week! Please return it on time.","2024-09-07",True
20559,"Kyle","Walker","Your book is due in 1 week! Please return it on time.","2024-09-07",False
16261,"Charles","Hernandez","Your book is due in 1 week! Please return it on time.","2024-09-06",True
17811,"Alexander","Nichols","Your book is due in 1 week! Please return it on time.","2024-09-06",True
15603,"Dalton","Lopez","Your book is due in 1 week! Please return it on time.","2024-09-06",True
11132,"Joseph","Elliott","Your book is due in 1 week! Please return it on time.","2024-09-06",False
31399,"Joseph","Johnson","Your book is due in 1 week! Please return it on time.","2024-09-06",True
11678,"Michelle","Robinson","Your book is due in 1 week! Please return it on time.","2024-09-06",True
531,"Faith","Carter","Your book is due in 1 week! Please return it on time.","2024-09-06",True
1429,"Kim","Dean","Your book is due in 1 week! Please return it on time.","2024-09-06",False
8399,"Mark","Cantrell","Your book is due in 1 week! Please return it on time.","2024-09-06",True
22181,"Jessica","Ortega","Your book is due in 1 week! Please return it on time.","2024-09-06",True
9873,"Noah","Reyes","Your book is due in 1 week! Please return it on time.","2024-09-06",True
7818,"Robert","Prince","Your book is due in 1 week! Please return it on time.","2024-09-06",False
459,"Robert","Tran","Your book is due in 1 week! Please return it on time.","2024-09-06",False
713,"Jennifer","Sims","Your book is due in 1 week! Please return it on time.","2024-09-06",False
8366,"Tracy","Gardner","Your book is due in 1 week! Please return it on time.","2024-09-06",False
11494,"Austin","Phillips","Your book is due in 1 week! Please return it on time.","2024-09-06",False
18462,"Aaron","Smith","Your book is due in 1 week! Please return it on time.","2024-09-06",False
14673,"Frank","Sweeney","Your book is due in 1 week! Please return it on time.","2024-09-06",True
4681,"Joseph","Wright","Your book is due in 1 week! Please return it on time.","2024-09-06",True
12793,"Eric","Ward","Your book is due in 1 week! Please return it on time.","2024-09-06",True
5748,"Bailey","Norton","Your book is due in 1 week! Please return it on time.","2024-09-05",False
2179,"Alexis","Lopez","Your book is due in 1 week! Please return it on time.","2024-09-05",False
25665,"Kathy","Garcia","Your book is due in 1 week! Please return it on time.","2024-09-05",False
540,"Matthew","Wilson","Your book is due in 1 week! Please return it on time.","2024-09-05",False
32267,"Paul","Bennett","Your book is due in 1 week! Please return it on time.","2024-09-05",False
11549,"Jim","Cook","Your book is due in 1 week! Please return it on time.","2024-09-05",True
28039,"Robert","Wells","Your book is due in 1 week! Please return it on time.","2024-09-05",False
9655,"Penny","Ellis","Your book is due in 1 week! Please return it on time.","2024-09-05",False
12662,"John","Taylor","Your book is due in 1 week! Please return it on time.","2024-09-05",True
18300,"Stephanie","Moore","Your book is due in 1 week! Please return it on time.","2024-09-05",False
32868,"Sandra","Cox","Your book is due in 1 week! Please return it on time.","2024-09-05",True
6973,"Brooke","Saunders","Your book is due in 1 week! Please return it on time.","2024-09-05",True
18334,"Paula","Cohen","Your book is due in 1 week! Please return it on time.","2024-09-05",True
18401,"Roberta","Richmond","Your book is due in 1 week! Please return it on time.","2024-09-05",False
32442,"Kevin","Krause","Your book is due in 1 week! Please return it on time.","2024-09-05",False
30275,"Victor","Hill","Your book is due in 1 week! Please return it on time.","2024-09-05",False
16701,"Susan","Moore","Your book is due in 1 week! Please return it on time.","2024-09-04",True
17598,"Kathy","Keith","Your book is due in 1 week! Please return it on time.","2024-09-04",True
32973,"Alison","Davis","Your book is due in 1 week! Please return it on time.","2024-09-04",False
20050,"Michelle","Wheeler","Your book is due in 1 week! Please return it on time.","2024-09-04",False
23393,"Samantha","Bullock","Your book is due in 1 week! Please return it on time.","2024-09-04",False
23047,"Katherine","Schaefer","Your book is due in 1 week! Please return it on time.","2024-09-04",False
11951,"Paul","Hughes","Your book is due in 1 week! Please return it on time.","2024-09-04",True
8150,"Suzanne","Brown","Your book is due in 1 week! Please return it on time.","2024-09-04",True
10901,"Cassidy","Landry","Your book is due in 1 week! Please return it on time.","2024-09-04",True
31881,"Dana","Mathis","Your book is due in 1 week! Please return it on time.","2024-09-04",False
6658,"Douglas","Rojas","Your book is due in 1 week! Please return it on time.","2024-09-04",True
2793,"Scott","Lozano","Your book is due in 1 week! Please return it on time.","2024-09-04",False
5797,"Emily","Williams","Your book is due in 1 week! Please return it on time.","2024-09-04",False
17098,"Francisco","Anderson","Your book is due in 1 week! Please return it on time.","2024-09-04",False
19470,"Karen","Scott","Your book is due in 1 week! Please return it on time.","2024-09-04",True
24872,"Eric","Greene","Your book is due in 1 week! Please return it on time.","2024-09-04",True
2578,"Scott","Pierce","Your book is due in 1 week! Please return it on time.","2024-09-04",False
17476,"Jimmy","Flores","Your book is due in 1 week! Please return it on time.","2024-09-04",True
322,"Tony","Park","Your book is due in 1 week! Please return it on time.","2024-09-04",False
27810,"Jennifer","Rodriguez","Your book is due in 1 week! Please return it on time.","2024-09-03",True
6006,"Joshua","Russell","Your book is due in 1 week! Please return it on time.","2024-09-03",False
28877,"Kathryn","Lopez","Your book is due in 1 week! Please return it on time.","2024-09-03",True
18269,"James","Miller","Your book is due in 1 week! Please return it on time.","2024-09-03",True
17873,"Chris","Wilcox","Your book is due in 1 week! Please return it on time.","2024-09-03",True
10705,"Michele","Gill","Your book is due in 1 week! Please return it on time.","2024-09-03",True
4666,"Carl","Baker","Your book is due in 1 week! Please return it on time.","2024-09-03",True
3145,"Jason","Jones","Your book is due in 1 week! Please return it on time.","2024-09-03",True
15302,"Jeffrey","Gonzalez","Your book is due in 1 week! Please return it on time.","2024-09-03",True
28343,"Alicia","Garcia","Your book is due in 1 week! Please return it on time.","2024-09-03",True
21286,"William","Williams","Your book is due in 1 week! Please return it on time.","2024-09-03",False
10338,"Rachel","Goodwin","Your book is due in 1 week! Please return it on time.","2024-09-03",False
22672,"Ashley","Madden","Your book is due in 1 week! Please return it on time.","2024-09-02",True
19343,"Kathleen","Collins","Your book is due in 1 week! Please return it on time.","2024-09-02",True
13472,"Patrick","Aguilar","Your book is due in 1 week! Please return it on time.","2024-09-02",False
9867,"Andrea","Hall","Your book is due in 1 week! Please return it on time.","2024-09-02",True
32569,"Logan","James","Your book is due in 1 week! Please return it on time.","2024-09-02",True
29666,"James","Hawkins","Your book is due in 1 week! Please return it on time.","2024-09-02",True
21495,"Jennifer","Parks","Your book is due in 1 week! Please return it on time.","2024-09-02",False
16575,"Jason","Patterson","Your book is due in 1 week! Please return it on time.","2024-09-02",False
28250,"Stephanie","Fuller","Your book is due in 1 week! Please return it on time.","2024-09-02",True
15926,"Angela","Nguyen","Your book is due in 1 week! Please return it on time.","2024-09-02",False
6994,"David","Ross","Your book is due in 1 week! Please return it on time.","2024-09-02",False
27565,"Brittany","Wright","Your book is due in 1 week! Please return it on time.","2024-09-02",True
24791,"Chad","Allen","Your book is due in 1 week! Please return it on time.","2024-09-02",False
9013,"Jennifer","Glenn","Your book is due in 1 week! Please return it on time.","2024-09-02",False
16311,"Michael","Morales","Your book is due in 1 week! Please return it on time.","2024-09-02",False
25825,"Grace","Lindsey","Your book is due in 1 week! Please return it on time.","2024-09-02",False
25990,"Eric","Brown","Your book is due in 1 week! Please return it on time.","2024-09-02",False
26440,"Jennifer","Rice","Your book is due in 1 week! Please return it on time.","2024-09-02",True
15283,"John","Figueroa","Your book is due in 1 week! Please return it on time.","2024-09-02",False
10558,"Stacey","Torres","Your book is due in 1 week! Please return it on time.","2024-09-02",False
9163,"Christian","Mcfarland","Your book is due in 1 week! Please return it on time.","2024-09-01",False
13557,"Hector","Wilson","Your book is due in 1 week! Please return it on time.","2024-09-01",True
23819,"Sharon","Morgan","Your book is due in 1 week! Please return it on time.","2024-09-01",False
6387,"Michelle","Richardson","Your book is due in 1 week! Please return it on time.","2024-09-01",False
31479,"Traci","Vargas","Your book is due in 1 week! Please return it on time.","2024-09-01",True
1423,"David","Weaver","Your book is due in 1 week! Please return it on time.","2024-09-01",False
27373,"Kristen","Johnson","Your book is due in 1 week! Please return it on time.","2024-09-01",False
14347,"Leslie","Henderson","Your book is due in 1 week! Please return it on time.","2024-09-01",True
19043,"Douglas","Wells","Your book is due in 1 week! Please return it on time.","2024-09-01",False
11906,"Robert","Pierce","Your book is due in 1 week! Please return it on time.","2024-09-01",True
10366,"Katherine","Robinson","Your book is due in 1 week! Please return it on time.","2024-09-01",False
9916,"Matthew","Price","Your book is due in 1 week! Please return it on time.","2024-09-01",False
21930,"Kelsey","Arnold","Your book is due in 1 week! Please return it on time.","2024-09-01",True
23416,"Angelica","Hughes","Your book is due in 1 week! Please return it on time.","2024-09-01",True
8729,"Christopher","Avila","Your book is due in 1 week! Please return it on time.","2024-09-01",False
18713,"Jason","Collins","Your book is due in 1 week! Please return it on time.","2024-09-01",False
17323,"Carrie","Armstrong","Your book is due in 1 week! Please return it on time.","2024-09-01",True
9737,"Brenda","Baker","Your book is due in 1 week! Please return it on time.","2024-09-01",True
29282,"Jeffrey","Price","Your book is due in 1 week! Please return it on time.","2024-09-01",True
13561,"Kenneth","Garcia","Your book is due in 1 week! Please return it on time.","2024-09-01",True
18935,"Richard","Ayers","Your book is due in 1 week! Please return it on time.","2024-09-01",True
9447,"Stephanie","Deleon","Your book is due in 1 week! Please return it on time.","2024-08-31",True
1582,"Linda","Hall","Your book is due in 1 week! Please return it on time.","2024-08-31",False
25672,"Anthony","Burgess","Your book is due in 1 week! Please return it on time.","2024-08-31",True
18968,"Charles","Macdonald","Your book is due in 1 week! Please return it on time.","2024-08-31",False
1099,"John","Baker","Your book is due in 1 week! Please return it on time.","2024-08-31",True
30407,"Kyle","Clayton","Your book is due in 1 week! Please return it on time.","2024-08-31",True
33064,"Caleb","Peters","Your book is due in 1 week! Please return it on time.","2024-08-31",True
8116,"Christopher","Elliott","Your book is due in 1 week! Please return it on time.","2024-08-31",True
18929,"Holly","Taylor","Your book is due in 1 week! Please return it on time.","2024-08-31",False
403,"Holly","Young","Your book is due in 1 week! Please return it on time.","2024-08-31",True
11219,"Kimberly","Fowler","Your book is due in 1 week! Please return it on time.","2024-08-31",True
17157,"Kayla","Williams","Your book is due in 1 week! Please return it on time.","2024-08-31",True
32891,"Tiffany","Dougherty","Your book is due in 1 week! Please return it on time.","2024-08-31",False
29912,"Chloe","Clark","Your book is due in 1 week! Please return it on time.","2024-08-31",False
25234,"Vanessa","King","Your book is due in 1 week! Please return it on time.","2024-08-31",True
27623,"Jennifer","Valenzuela","Your book is due in 1 week! Please return it on time.","2024-08-31",True
28454,"Mark","Carlson","Your book is due in 1 week! Please return it on time.","2024-08-31",True
10038,"Cindy","Vance","Your book is due in 1 week! Please return it on time.","2024-08-31",True
2751,"Jose","White","Your book is due in 1 week! Please return it on time.","2024-08-31",True
947,"Joseph","English","Your book is due in 1 week! Please return it on time.","2024-08-31",False
13024,"Lauren","Lopez","Your book is due in 1 week! Please return it on time.","2024-08-30",False
24472,"Anthony","Hardin","Your book is due in 1 week! Please return it on time.","2024-08-30",False
20306,"Teresa","Johnson","Your book is due in 1 week! Please return it on time.","2024-08-30",False
9028,"Brett","Bailey","Your book is due in 1 week! Please return it on time.","2024-08-30",True
3617,"Lisa","Chavez","Your book is due in 1 week! Please return it on time.","2024-08-30",True
29809,"John","Day","Your book is due in 1 week! Please return it on time.","2024-08-30",False
25060,"Lauren","Santiago","Your book is due in 1 week! Please return it on time.","2024-08-30",False
666,"Deborah","Fox","Your book is due in 1 week! Please return it on time.","2024-08-30",False
15768,"Jennifer","Snyder","Your book is due in 1 week! Please return it on time.","2024-08-30",False
30290,"Dylan","Schneider","Your book is due in 1 week! Please return it on time.","2024-08-30",True
